Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Revenue_recalc,is_return,year,month,day,day_of_week,profit_margin,revenue_per_unit
2623,Men,Running,Pegasus Turbo,L,2,4658.42,0.00,0.00,2025-08-04,Retail,Mumbai,1622.42,9316.84,False,2025,8,4,Monday,0.17,4658.42
2626,Men,Running,Air Zoom,S,2,5550.99,0.00,0.00,2025-04-21,Retail,Bangalore,-757.90,13877.47,False,2025,4,21,Monday,-0.05,6938.74
2627,Women,Basketball,LeBron 20,S,1,9015.65,0.00,0.00,2023-12-31,Online,Delhi,282.13,9015.65,False,2023,12,31,Sunday,0.03,9015.65
2628,Kids,Basketball,Kyrie Flytrap,L,4,6077.13,0.44,0.00,2025-06-29,Retail,Pune,-348.88,13612.77,False,2025,6,29,Sunday,-0.03,3403.19
2629,Kids,Lifestyle,Waffle One,XL,2,5453.77,0.00,0.00,2024-10-23,Retail,Bangalore,1198.75,10907.54,False,2024,10,23,Wednesday,0.11,5453.77
2630,Kids,Running,Pegasus Turbo,L,2,5846.21,0.00,11692.42,2025-04-07,Online,Delhi,3880.60,11692.42,False,2025,4,7,Monday,0.33,5846.21
2631,Women,Basketball,Zoom Freak,L,2,7393.76,0.00,0.00,2025-03-16,Online,Kolkata,2848.46,18484.40,False,2025,3,16,Sunday,0.15,9242.20
2634,Men,Lifestyle,Waffle One,L,2,5815.75,0.00,0.00,2024-08-22,Retail,Bangalore,3190.46,11631.50,False,2024,8,22,Thursday,0.27,5815.75
2635,Women,Running,React Infinity,M,4,3934.22,0.00,0.00,2024-02-28,Online,Kolkata,430.63,15736.88,False,2024,2,28,Wednesday,0.03,3934.22
2636,Men,Basketball,LeBron 20,L,2,9872.08,0.00,0.00,2025-05-26,Online,Bangalore,3269.14,19744.16,False,2025,5,26,Monday,0.17,9872.08
2637,Kids,Training,SuperRep Go,L,3,6077.13,0.00,0.00,2025-04-20,Retail,Hyderabad,3847.48,18231.39,False,2025,4,20,Sunday,0.21,6077.13
2638,Men,Soccer,Premier III,M,1,5028.99,0.00,0.00,2024-01-22,Online,Pune,654.11,5028.99,False,2024,1,22,Monday,0.13,5028.99
2639,Men,Lifestyle,Blazer Mid,XL,3,2597.93,0.00,0.00,2025-06-25,Retail,Pune,374.95,7793.79,False,2025,6,25,Wednesday,0.05,2597.93
2640,Kids,Training,ZoomX Invincible,M,2,7900.02,0.00,0.00,2024-02-08,Online,Bangalore,861.92,15800.04,False,2024,2,8,Thursday,0.05,7900.02
2641,Men,Running,React Infinity,L,2,2890.77,0.00,0.00,2024-11-27,Online,Bangalore,1709.06,5781.54,False,2024,11,27,Wednesday,0.30,2890.77
2642,Women,Lifestyle,Air Force 1,XL,3,9240.64,0.00,0.00,2025-05-17,Retail,Pune,-785.16,27721.92,False,2025,5,17,Saturday,-0.03,9240.64
2643,Men,Soccer,Mercurial Superfly,L,2,6698.41,0.00,0.00,2025-04-17,Retail,Mumbai,2715.31,13396.82,False,2025,4,17,Thursday,0.20,6698.41
2644,Men,Training,SuperRep Go,M,1,2640.04,0.00,0.00,2024-12-21,Retail,Bangalore,1466.96,2640.04,False,2024,12,21,Saturday,0.56,2640.04
2022,Kids,Training,ZoomX Invincible,L,3,9335.00,0.00,0.00,2024-11-27,Retail,Mumbai,689.62,28005.00,False,2024,11,27,Wednesday,0.02,9335.00
2647,Women,Basketball,Zoom Freak,L,4,7992.84,0.00,0.00,2024-09-10,Online,Mumbai,747.29,31971.34,False,2024,9,10,Tuesday,0.02,7992.84
2648,Men,Running,React Infinity,L,3,3477.49,0.54,0.00,2025-03-06,Retail,Delhi,3487.39,4798.94,False,2025,3,6,Thursday,0.73,1599.65
2649,Women,Basketball,Kyrie Flytrap,L,2,6798.48,0.00,0.00,2025-01-02,Retail,Mumbai,2297.40,13596.96,False,2025,1,2,Thursday,0.17,6798.48
2650,Men,Lifestyle,Blazer Mid,L,2,4546.25,0.00,0.00,2023-08-14,Retail,Bangalore,3703.68,9092.49,False,2023,8,14,Monday,0.41,4546.25
2651,Kids,Basketball,Air Jordan,L,1,4393.46,0.00,0.00,2024-10-27,Online,Kolkata,-819.33,4393.46,False,2024,10,27,Sunday,-0.19,4393.46
2652,Women,Basketball,Air Jordan,XL,2,2644.57,0.00,0.00,2025-10-04,Online,Delhi,-240.80,5289.15,False,2025,10,4,Saturday,-0.05,2644.57
2653,Men,Running,Pegasus Turbo,M,3,6178.85,0.00,0.00,2024-10-12,Online,Hyderabad,2550.88,18536.55,False,2024,10,12,Saturday,0.14,6178.85
2654,Kids,Soccer,Tiempo Legend,M,2,5619.75,0.00,0.00,2024-07-21,Online,Bangalore,2933.02,14049.38,False,2024,7,21,Sunday,0.21,7024.69
2655,Kids,Training,SuperRep Go,L,3,4993.94,0.00,0.00,2024-12-21,Retail,Mumbai,2420.85,14981.82,False,2024,12,21,Saturday,0.16,4993.94
2656,Women,Soccer,Premier III,M,1,5246.43,0.00,0.00,2024-07-21,Retail,Bangalore,1891.48,5246.43,False,2024,7,21,Sunday,0.36,5246.43
2657,Kids,Running,Air Zoom,M,4,6077.13,0.00,0.00,2025-04-07,Online,Delhi,494.45,24308.52,False,2025,4,7,Monday,0.02,6077.13
2658,Women,Lifestyle,Dunk Low,L,1,6077.13,0.00,0.00,2025-04-26,Online,Delhi,155.53,6077.13,False,2025,4,26,Saturday,0.03,6077.13
2659,Kids,Basketball,LeBron 20,M,2,9945.56,0.00,0.00,2025-12-05,Online,Hyderabad,-1116.54,19891.12,False,2025,12,5,Friday,-0.06,9945.56
2660,Men,Training,Flex Trainer,L,2,6473.43,0.00,0.00,2024-01-11,Retail,Pune,2519.25,12946.86,False,2024,1,11,Thursday,0.19,6473.43
2661,Kids,Soccer,Tiempo Legend,XL,3,2006.63,0.00,0.00,2024-12-10,Online,Delhi,3171.69,7023.20,False,2024,12,10,Tuesday,0.45,2341.07
2663,Kids,Training,Metcon 7,L,2,8112.55,0.43,0.00,2025-06-17,Retail,Delhi,3174.81,9248.30,False,2025,6,17,Tuesday,0.34,4624.15
2664,Kids,Running,Pegasus Turbo,L,2,9103.08,0.00,0.00,2024-11-12,Online,Mumbai,1726.80,18206.16,False,2024,11,12,Tuesday,0.09,9103.08
2665,Men,Lifestyle,Waffle One,L,3,6140.70,0.00,0.00,2024-03-22,Online,Delhi,506.87,18422.10,False,2024,3,22,Friday,0.03,6140.70
2666,Women,Soccer,Phantom GT,M,2,3700.75,0.00,0.00,2024-08-22,Online,Kolkata,-963.73,9251.88,False,2024,8,22,Thursday,-0.10,4625.94
2667,Women,Lifestyle,Air Force 1,XL,3,9367.66,0.00,0.00,2025-03-23,Online,Delhi,-623.95,28102.98,False,2025,3,23,Sunday,-0.02,9367.66
2668,Women,Training,ZoomX Invincible,M,2,5962.56,0.45,0.00,2024-12-20,Retail,Bangalore,3138.32,8198.52,False,2024,12,20,Friday,0.38,4099.26
2669,Women,Training,Flex Trainer,XL,2,4709.79,0.51,0.00,2024-10-09,Retail,Pune,1737.23,4615.59,False,2024,10,9,Wednesday,0.38,2307.80
2027,Men,Soccer,Premier III,XL,4,7204.01,0.00,0.00,2025-06-15,Retail,Delhi,3951.42,28816.04,False,2025,6,15,Sunday,0.14,7204.01
2671,Kids,Running,Air Zoom,XL,1,9264.49,0.00,0.00,2025-06-26,Retail,Pune,491.18,9264.49,False,2025,6,26,Thursday,0.05,9264.49
2672,Women,Lifestyle,Air Force 1,XL,2,7721.55,0.00,0.00,2024-08-04,Online,Mumbai,67.58,15443.09,False,2024,8,4,Sunday,0.00,7721.55
2673,Kids,Running,Pegasus Turbo,L,3,6891.25,0.63,0.00,2024-08-19,Retail,Pune,-742.85,7649.29,False,2024,8,19,Monday,-0.10,2549.76
2675,Women,Soccer,Premier III,XL,3,3601.55,0.00,0.00,2025-04-04,Online,Hyderabad,2731.71,10804.65,False,2025,4,4,Friday,0.25,3601.55
2676,Men,Running,Air Zoom,L,4,6077.13,0.00,0.00,2025-05-13,Online,Delhi,3932.36,24308.52,False,2025,5,13,Tuesday,0.16,6077.13
2677,Men,Lifestyle,Air Force 1,M,2,5618.62,0.00,0.00,2024-07-26,Retail,Bangalore,1745.96,11237.24,False,2024,7,26,Friday,0.16,5618.62
2679,Men,Training,Flex Trainer,M,3,2758.08,0.04,0.00,2024-07-05,Online,Bangalore,2447.58,7943.27,False,2024,7,5,Friday,0.31,2647.76
2680,Kids,Training,Metcon 7,L,3,2282.80,0.00,0.00,2025-07-21,Retail,Pune,1044.98,6848.40,False,2025,7,21,Monday,0.15,2282.80
2681,Women,Running,Pegasus Turbo,M,2,5996.09,0.00,0.00,2025-04-07,Online,Delhi,3597.08,11992.18,False,2025,4,7,Monday,0.30,5996.09
2682,Men,Basketball,LeBron 20,XL,4,4179.34,0.41,0.00,2024-08-28,Retail,Pune,3614.76,9863.24,False,2024,8,28,Wednesday,0.37,2465.81
2683,Kids,Lifestyle,Dunk Low,XL,1,6077.13,0.00,0.00,2025-12-06,Online,Mumbai,1119.71,6077.13,False,2025,12,6,Saturday,0.18,6077.13
2685,Kids,Lifestyle,Dunk Low,M,4,4516.23,0.00,0.00,2025-05-22,Retail,Hyderabad,1377.72,18064.92,False,2025,5,22,Thursday,0.08,4516.23
2686,Women,Lifestyle,Blazer Mid,L,4,9585.39,0.00,0.00,2025-07-03,Retail,Hyderabad,761.26,38341.56,False,2025,7,3,Thursday,0.02,9585.39
2031,Women,Soccer,Phantom GT,L,2,6077.13,0.00,0.00,2024-07-12,Online,Mumbai,3119.37,15192.83,False,2024,7,12,Friday,0.21,7596.41
2689,Women,Basketball,LeBron 20,L,2,5260.17,0.00,0.00,2025-01-28,Retail,Mumbai,1402.81,10520.34,False,2025,1,28,Tuesday,0.13,5260.17
2690,Kids,Training,Metcon 7,S,2,7159.79,0.00,0.00,2024-11-21,Online,Mumbai,1125.71,14319.58,False,2024,11,21,Thursday,0.08,7159.79
2042,Men,Running,Air Zoom,L,4,6077.13,0.80,0.00,2025-04-07,Online,Delhi,-151.26,4861.70,False,2025,4,7,Monday,-0.03,1215.43
2692,Women,Training,Metcon 7,XL,2,6077.13,0.47,0.00,2024-06-02,Online,Bangalore,2528.27,8052.20,False,2024,6,2,Sunday,0.31,4026.10
2693,Kids,Training,ZoomX Invincible,L,2,7882.99,0.00,0.00,2025-05-11,Online,Bangalore,262.12,15765.97,False,2025,5,11,Sunday,0.02,7882.99
2694,Women,Training,Metcon 7,M,1,6077.13,0.00,0.00,2024-07-25,Online,Hyderabad,-249.45,9115.69,False,2024,7,25,Thursday,-0.03,9115.69
2698,Men,Basketball,LeBron 20,XL,2,6675.75,0.02,0.00,2024-09-10,Retail,Mumbai,1680.50,13084.48,False,2024,9,10,Tuesday,0.13,6542.24
2701,Men,Training,SuperRep Go,XL,3,2225.73,0.00,0.00,2024-11-29,Online,Delhi,2007.01,6677.19,False,2024,11,29,Friday,0.30,2225.73
2703,Kids,Running,Pegasus Turbo,L,2,5214.32,0.00,0.00,2025-06-24,Online,Kolkata,-637.13,10428.64,False,2025,6,24,Tuesday,-0.06,5214.32
2704,Women,Basketball,LeBron 20,L,2,5094.43,0.00,0.00,2025-04-19,Online,Hyderabad,1765.36,10188.86,False,2025,4,19,Saturday,0.17,5094.43
2705,Men,Running,Pegasus Turbo,L,3,6077.13,0.00,0.00,2024-01-07,Retail,Pune,-37.88,18231.39,False,2024,1,7,Sunday,-0.00,6077.13
2708,Kids,Basketball,Kyrie Flytrap,L,3,4523.72,0.00,0.00,2024-10-14,Online,Hyderabad,-237.90,13571.16,False,2024,10,14,Monday,-0.02,4523.72
2709,Kids,Running,Free RN,L,1,6302.98,0.48,3277.55,2025-03-08,Retail,Delhi,2835.93,3277.55,False,2025,3,8,Saturday,0.87,3277.55
2710,Women,Lifestyle,Blazer Mid,M,2,4669.75,0.00,0.00,2024-07-26,Retail,Bangalore,-987.12,9339.50,False,2024,7,26,Friday,-0.11,4669.75
2711,Men,Soccer,Mercurial Superfly,S,2,7457.12,0.00,0.00,2024-12-10,Online,Delhi,756.18,14914.24,False,2024,12,10,Tuesday,0.05,7457.12
2712,Women,Running,Pegasus Turbo,XL,2,7296.82,0.00,0.00,2024-07-22,Retail,Delhi,3024.11,14593.63,False,2024,7,22,Monday,0.21,7296.82
2713,Men,Lifestyle,Air Force 1,L,1,7877.36,0.55,3544.81,2025-05-10,Retail,Kolkata,1330.83,3544.81,False,2025,5,10,Saturday,0.38,3544.81
2026,Women,Running,Air Zoom,M,2,2491.06,0.00,0.00,2024-04-09,Retail,Bangalore,1660.44,6227.65,False,2024,4,9,Tuesday,0.27,3113.82
2718,Men,Basketball,LeBron 20,S,2,8485.23,0.00,0.00,2025-05-26,Retail,Bangalore,637.62,16970.46,False,2025,5,26,Monday,0.04,8485.23
2719,Women,Training,Metcon 7,XL,2,4819.76,0.00,0.00,2024-03-22,Retail,Kolkata,2066.12,9639.52,False,2024,3,22,Friday,0.21,4819.76
2720,Kids,Training,ZoomX Invincible,M,1,6895.20,0.00,0.00,2024-10-14,Retail,Delhi,2548.78,6895.20,False,2024,10,14,Monday,0.37,6895.20
2723,Women,Lifestyle,Dunk Low,XL,2,3403.54,0.00,0.00,2025-03-10,Online,Kolkata,221.41,8508.85,False,2025,3,10,Monday,0.03,4254.43
2724,Women,Training,Flex Trainer,L,3,8007.22,0.00,0.00,2025-01-16,Online,Delhi,1190.20,28025.27,False,2025,1,16,Thursday,0.04,9341.76
2012,Men,Lifestyle,Dunk Low,XL,4,2174.89,0.00,0.00,2024-10-19,Retail,Kolkata,-406.38,8699.56,False,2024,10,19,Saturday,-0.05,2174.89
2726,Women,Training,Flex Trainer,XL,2,4709.79,0.48,0.00,2024-08-19,Retail,Pune,1392.27,4898.18,False,2024,8,19,Monday,0.28,2449.09
2018,Kids,Soccer,Tiempo Legend,L,2,6077.13,0.00,0.00,2025-02-15,Retail,Bangalore,-701.28,12154.26,False,2025,2,15,Saturday,-0.06,6077.13
2729,Kids,Training,Flex Trainer,L,2,6383.55,0.00,0.00,2025-04-29,Retail,Delhi,2079.06,15958.88,False,2025,4,29,Tuesday,0.13,7979.44
2730,Women,Lifestyle,Dunk Low,L,1,5087.72,0.00,0.00,2024-08-01,Online,Hyderabad,2140.93,5087.72,False,2024,8,1,Thursday,0.42,5087.72
2731,Kids,Lifestyle,Dunk Low,M,3,6077.13,0.00,0.00,2025-03-28,Online,Kolkata,3961.27,18231.39,False,2025,3,28,Friday,0.22,6077.13
2733,Women,Running,Free RN,L,2,6743.38,0.00,0.00,2024-11-22,Online,Pune,1908.63,13486.76,False,2024,11,22,Friday,0.14,6743.38
2735,Kids,Running,Free RN,XL,2,6598.76,0.00,0.00,2024-08-05,Online,Kolkata,928.63,13197.51,False,2024,8,5,Monday,0.07,6598.76
2736,Men,Soccer,Tiempo Legend,L,2,6077.13,0.49,0.00,2025-02-22,Retail,Delhi,3042.49,6198.67,False,2025,2,22,Saturday,0.49,3099.34
2737,Kids,Basketball,Kyrie Flytrap,XL,2,6265.09,0.00,0.00,2024-09-10,Retail,Mumbai,144.37,12530.19,False,2024,9,10,Tuesday,0.01,6265.09
2738,Women,Training,ZoomX Invincible,M,3,6121.27,0.39,0.00,2025-05-11,Retail,Pune,-712.53,11201.91,False,2025,5,11,Sunday,-0.06,3733.97
2739,Kids,Running,Free RN,L,2,6598.76,0.26,0.00,2025-02-04,Online,Kolkata,2350.69,9766.16,False,2025,2,4,Tuesday,0.24,4883.08
2740,Women,Lifestyle,Air Force 1,XL,1,4922.19,0.00,0.00,2024-07-26,Retail,Bangalore,3820.48,4922.19,False,2024,7,26,Friday,0.78,4922.19
2741,Women,Training,SuperRep Go,L,3,5241.90,0.00,0.00,2025-01-15,Online,Hyderabad,-295.49,15725.70,False,2025,1,15,Wednesday,-0.02,5241.90
2742,Kids,Lifestyle,Blazer Mid,XL,4,7063.25,0.00,0.00,2024-11-14,Online,Mumbai,3746.48,28253.00,False,2024,11,14,Thursday,0.13,7063.25
2003,Women,Training,ZoomX Invincible,XL,4,7850.87,0.00,31403.48,2025-04-01,Online,Kolkata,992.14,31403.48,False,2025,4,1,Tuesday,0.03,7850.87
2744,Men,Running,Pegasus Turbo,M,1,7951.27,0.00,0.00,2025-04-07,Retail,Delhi,-154.17,7951.27,False,2025,4,7,Monday,-0.02,7951.27
2747,Men,Soccer,Tiempo Legend,XL,4,2483.97,0.00,0.00,2024-12-10,Online,Delhi,-609.36,9935.88,False,2024,12,10,Tuesday,-0.06,2483.97
2748,Men,Basketball,Kyrie Flytrap,XL,4,4527.64,0.05,0.00,2024-08-14,Retail,Pune,1010.96,17205.03,False,2024,8,14,Wednesday,0.06,4301.26
2028,Kids,Training,ZoomX Invincible,L,2,5474.79,0.00,0.00,2025-03-01,Online,Pune,-682.62,10949.58,False,2025,3,1,Saturday,-0.06,5474.79
2750,Women,Lifestyle,Dunk Low,L,2,5087.72,0.00,0.00,2024-08-01,Online,Hyderabad,2924.09,10175.44,False,2024,8,1,Thursday,0.29,5087.72
2751,Men,Basketball,Air Jordan,XL,3,4776.83,0.00,0.00,2025-03-09,Retail,Delhi,2857.99,14330.49,False,2025,3,9,Sunday,0.20,4776.83
2753,Men,Running,Pegasus Turbo,L,3,6243.91,0.00,0.00,2024-12-02,Retail,Kolkata,-364.23,18731.73,False,2024,12,2,Monday,-0.02,6243.91
2754,Kids,Training,ZoomX Invincible,XL,1,6140.23,0.00,0.00,2025-01-03,Online,Kolkata,3565.12,6140.23,False,2025,1,3,Friday,0.58,6140.23
2755,Men,Running,React Infinity,M,3,8574.00,0.00,0.00,2024-12-24,Online,Bangalore,161.95,25722.00,False,2024,12,24,Tuesday,0.01,8574.00
2756,Women,Lifestyle,Waffle One,L,2,8510.85,0.00,0.00,2023-09-21,Retail,Bangalore,1491.91,17021.70,False,2023,9,21,Thursday,0.09,8510.85
2758,Women,Lifestyle,Waffle One,M,1,4784.45,0.00,0.00,2024-04-11,Online,Pune,3986.03,4784.45,False,2024,4,11,Thursday,0.83,4784.45
2759,Kids,Soccer,Premier III,M,4,5403.19,0.00,0.00,2024-01-26,Retail,Delhi,1822.72,21612.76,False,2024,1,26,Friday,0.08,5403.19
2760,Men,Training,SuperRep Go,S,3,8126.80,0.00,0.00,2025-05-28,Online,Mumbai,1496.19,28443.80,False,2025,5,28,Wednesday,0.05,9481.27
2761,Kids,Soccer,Premier III,M,4,5403.19,0.00,0.00,2024-12-10,Retail,Delhi,2588.03,21612.76,False,2024,12,10,Tuesday,0.12,5403.19
2762,Women,Running,Pegasus Turbo,L,2,5046.05,0.00,0.00,2024-10-01,Retail,Mumbai,-355.55,10092.10,False,2024,10,1,Tuesday,-0.04,5046.05
2763,Women,Soccer,Phantom GT,L,4,3328.58,0.00,0.00,2024-07-31,Online,Pune,-763.34,13314.32,False,2024,7,31,Wednesday,-0.06,3328.58
2764,Kids,Lifestyle,Blazer Mid,L,1,7776.94,0.00,0.00,2025-03-17,Retail,Kolkata,-532.24,7776.94,False,2025,3,17,Monday,-0.07,7776.94
2765,Women,Soccer,Premier III,M,2,6370.84,0.00,0.00,2025-06-24,Online,Mumbai,1609.70,12741.68,False,2025,6,24,Tuesday,0.13,6370.84
2767,Kids,Basketball,Zoom Freak,L,2,6887.39,0.00,0.00,2025-07-21,Online,Delhi,1562.76,13774.78,False,2025,7,21,Monday,0.11,6887.39
2768,Men,Basketball,LeBron 20,M,3,6077.13,0.00,0.00,2025-01-03,Online,Pune,3525.96,18231.39,False,2025,1,3,Friday,0.19,6077.13
2050,Men,Basketball,LeBron 20,XL,2,8335.48,0.57,0.00,2025-06-30,Retail,Mumbai,832.37,7168.51,False,2025,6,30,Monday,0.12,3584.26
2770,Men,Soccer,Tiempo Legend,M,2,6830.85,0.70,0.00,2024-08-22,Online,Kolkata,-1095.12,4098.51,False,2024,8,22,Thursday,-0.27,2049.26
2771,Men,Running,Pegasus Turbo,M,2,5222.92,0.00,0.00,2025-05-26,Online,Delhi,1804.67,10445.84,False,2025,5,26,Monday,0.17,5222.92
2772,Kids,Basketball,Zoom Freak,XL,3,6077.13,0.00,0.00,2025-04-01,Online,Pune,2332.29,18231.39,False,2025,4,1,Tuesday,0.13,6077.13
2773,Women,Training,ZoomX Invincible,M,1,5045.62,0.00,5045.62,2025-02-04,Online,Hyderabad,1191.02,5045.62,False,2025,2,4,Tuesday,0.24,5045.62
2774,Women,Running,Free RN,XL,4,3554.76,0.00,0.00,2024-12-24,Online,Bangalore,585.97,14219.04,False,2024,12,24,Tuesday,0.04,3554.76
2775,Men,Lifestyle,Air Force 1,M,2,6903.22,0.73,0.00,2024-04-11,Online,Pune,2329.33,3727.74,False,2024,4,11,Thursday,0.62,1863.87
2776,Men,Training,Flex Trainer,L,1,5649.73,0.00,0.00,2025-03-17,Retail,Mumbai,1143.68,8474.59,False,2025,3,17,Monday,0.13,8474.59
2777,Kids,Basketball,Air Jordan,XL,2,9062.25,0.00,0.00,2024-01-08,Retail,Kolkata,-9.69,18124.50,False,2024,1,8,Monday,-0.00,9062.25
2779,Kids,Basketball,Kyrie Flytrap,L,3,4466.78,0.09,0.00,2024-12-06,Online,Bangalore,-187.36,12194.31,False,2024,12,6,Friday,-0.02,4064.77
2780,Men,Training,Metcon 7,S,1,4308.75,0.32,2929.95,2024-06-08,Online,Hyderabad,799.35,2929.95,False,2024,6,8,Saturday,0.27,2929.95
2781,Men,Training,Metcon 7,XL,1,6546.59,0.68,2094.91,2023-09-03,Retail,Bangalore,1504.31,2094.91,False,2023,9,3,Sunday,0.72,2094.91
2782,Women,Training,ZoomX Invincible,M,2,8292.37,0.00,0.00,2024-10-09,Online,Pune,-816.55,16584.74,False,2024,10,9,Wednesday,-0.05,8292.37
2783,Women,Running,React Infinity,M,2,6926.28,0.36,0.00,2024-08-09,Retail,Pune,134.95,8865.64,False,2024,8,9,Friday,0.02,4432.82
2784,Women,Basketball,Kyrie Flytrap,M,3,6077.13,0.00,0.00,2025-01-28,Online,Pune,2982.03,18231.39,False,2025,1,28,Tuesday,0.16,6077.13
2785,Women,Lifestyle,Blazer Mid,L,2,2958.10,0.00,0.00,2024-10-20,Retail,Hyderabad,-834.71,5916.20,False,2024,10,20,Sunday,-0.14,2958.10
2786,Women,Lifestyle,Blazer Mid,M,4,6077.13,0.59,0.00,2024-10-20,Online,Hyderabad,3872.35,9966.49,False,2024,10,20,Sunday,0.39,2491.62
2787,Kids,Training,Metcon 7,XL,3,3440.88,0.00,0.00,2024-08-31,Online,Pune,22.93,10322.64,False,2024,8,31,Saturday,0.00,3440.88
2788,Women,Soccer,Mercurial Superfly,M,3,7478.84,0.00,0.00,2024-01-04,Retail,Hyderabad,-18.40,22436.52,False,2024,1,4,Thursday,-0.00,7478.84
2789,Kids,Lifestyle,Dunk Low,M,4,9668.47,0.00,0.00,2024-01-15,Retail,Kolkata,1756.75,38673.88,False,2024,1,15,Monday,0.05,9668.47
2790,Kids,Running,React Infinity,XL,3,6077.13,0.00,0.00,2024-08-17,Retail,Delhi,2554.82,18231.39,False,2024,8,17,Saturday,0.14,6077.13
2791,Kids,Training,Metcon 7,M,2,8112.55,0.00,0.00,2024-05-29,Retail,Delhi,1194.43,16225.09,False,2024,5,29,Wednesday,0.07,8112.55
2794,Women,Soccer,Mercurial Superfly,M,1,7198.15,0.00,0.00,2025-07-11,Online,Mumbai,3833.78,7198.15,False,2025,7,11,Friday,0.53,7198.15
2797,Women,Lifestyle,Dunk Low,L,4,2162.29,0.00,0.00,2025-03-30,Retail,Delhi,3158.47,8649.16,False,2025,3,30,Sunday,0.37,2162.29
2798,Kids,Lifestyle,Dunk Low,M,2,8546.98,0.00,0.00,2024-10-13,Retail,Mumbai,430.88,17093.96,False,2024,10,13,Sunday,0.03,8546.98
2799,Kids,Training,SuperRep Go,M,3,2359.47,0.54,3256.07,2025-08-07,Online,Mumbai,3165.65,3256.07,False,2025,8,7,Thursday,0.97,1085.36
2801,Women,Running,React Infinity,M,2,6633.14,0.00,0.00,2024-02-13,Retail,Mumbai,2966.12,13266.28,False,2024,2,13,Tuesday,0.22,6633.14
2802,Men,Running,Free RN,L,3,7848.86,0.00,0.00,2024-01-19,Online,Kolkata,-231.73,23546.58,False,2024,1,19,Friday,-0.01,7848.86
2806,Kids,Basketball,Kyrie Flytrap,S,3,4466.78,0.00,0.00,2024-02-10,Online,Bangalore,2407.08,13400.34,False,2024,2,10,Saturday,0.18,4466.78
2807,Kids,Training,ZoomX Invincible,L,2,9315.06,0.00,0.00,2024-01-10,Online,Hyderabad,875.36,18630.12,False,2024,1,10,Wednesday,0.05,9315.06
2810,Men,Running,Air Zoom,S,2,2943.44,0.53,2766.83,2025-01-23,Retail,Hyderabad,405.67,2766.83,False,2025,1,23,Thursday,0.15,1383.42
2811,Men,Basketball,Zoom Freak,M,3,9153.02,0.00,0.00,2025-01-24,Retail,Bangalore,-77.61,27459.06,False,2025,1,24,Friday,-0.00,9153.02
2812,Men,Basketball,LeBron 20,XL,2,9507.39,0.01,18824.63,2024-08-08,Online,Kolkata,2570.01,18824.63,False,2024,8,8,Thursday,0.14,9412.32
2813,Men,Running,Free RN,M,4,7450.80,0.00,0.00,2024-12-24,Online,Bangalore,2098.29,29803.20,False,2024,12,24,Tuesday,0.07,7450.80
2816,Men,Basketball,LeBron 20,M,3,5983.35,0.00,0.00,2025-01-22,Retail,Hyderabad,916.13,17950.05,False,2025,1,22,Wednesday,0.05,5983.35
2032,Women,Soccer,Mercurial Superfly,L,2,8490.02,0.96,0.00,2024-10-16,Online,Kolkata,-596.41,679.20,False,2024,10,16,Wednesday,-0.88,339.60
2819,Kids,Soccer,Premier III,M,1,7645.41,0.00,0.00,2025-01-20,Retail,Bangalore,593.62,7645.41,False,2025,1,20,Monday,0.08,7645.41
2820,Women,Lifestyle,Blazer Mid,M,4,8659.15,0.00,0.00,2024-08-05,Online,Mumbai,2078.39,34636.60,False,2024,8,5,Monday,0.06,8659.15
2822,Women,Lifestyle,Blazer Mid,L,2,8314.34,0.00,0.00,2025-10-07,Retail,Bangalore,-1145.98,16628.68,False,2025,10,7,Tuesday,-0.07,8314.34
2823,Men,Soccer,Mercurial Superfly,L,1,6698.41,0.00,0.00,2024-07-27,Retail,Mumbai,-1125.91,6698.41,False,2024,7,27,Saturday,-0.17,6698.41
2824,Men,Basketball,Air Jordan,L,4,5123.35,0.00,0.00,2024-11-02,Online,Mumbai,1620.37,20493.40,False,2024,11,2,Saturday,0.08,5123.35
2825,Kids,Training,SuperRep Go,M,3,6077.13,0.00,0.00,2024-10-09,Retail,Pune,2322.87,18231.39,False,2024,10,9,Wednesday,0.13,6077.13
2826,Kids,Lifestyle,Blazer Mid,M,2,9623.53,0.01,0.00,2024-07-26,Retail,Bangalore,262.81,19054.59,False,2024,7,26,Friday,0.01,9527.29
2828,Women,Training,ZoomX Invincible,XL,2,2095.00,0.00,0.00,2024-05-09,Online,Hyderabad,-831.40,4190.00,False,2024,5,9,Thursday,-0.20,2095.00
2829,Men,Basketball,LeBron 20,XL,3,6215.55,0.00,0.00,2024-07-17,Online,Kolkata,2539.92,21754.41,False,2024,7,17,Wednesday,0.12,7251.47
2831,Women,Training,SuperRep Go,S,4,6676.24,0.00,0.00,2024-11-10,Online,Mumbai,3134.87,26704.94,False,2024,11,10,Sunday,0.12,6676.24
2833,Women,Training,Flex Trainer,XL,4,2224.90,0.00,0.00,2025-01-19,Online,Pune,-16.04,8899.60,False,2025,1,19,Sunday,-0.00,2224.90
2835,Women,Lifestyle,Air Force 1,S,3,9240.64,0.63,0.00,2024-10-07,Retail,Pune,1873.76,10257.11,False,2024,10,7,Monday,0.18,3419.04
